period,artist_name,spotify_monthly_listeners,youtube_subscribers,youtube_actual_views,youtube_views_source,deezer_fans,est_spotify_quarterly_streams,spotify_revenue_usd,youtube_revenue_usd,deezer_revenue_usd,other_platforms_revenue_usd,gross_streaming_revenue_usd,gross_streaming_revenue_ngn,source,spotify_listeners_source,spotify_listeners_basis,ngn_per_usd,ngn_rate_basis
Q3_2024,DJ Spinall,3,345750,8093247,"estimated: subscribers x 7.80 views/month (EST, calibrated)",0,32,0.13,32372.99,0.0,0.04,32373.16,47847530.48,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Cruel Santino,553898,5476,5834,"observed channel views, quarter net change",7067,5815929,23263.72,23.34,169.61,6979.11,30435.78,44984082.84,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Ycee,342128,215000,2696696,"observed channel views, quarter net change",13356,3592344,14369.38,10786.78,320.54,4310.81,29787.51,44025939.78,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Niniola,335548,116000,2715305,"estimated: subscribers x 7.80 views/month (EST, calibrated)",8602,3523254,14093.02,10861.22,206.45,4227.9,29388.59,43436336.02,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Mannywellz,343771,43025,1252170,"observed channel views, quarter net change",1284,3609596,14438.38,5008.68,30.82,4331.51,23809.39,35190278.42,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,9ice,274372,43600,1392383,"observed channel views, quarter net change",9910,2880906,11523.62,5569.53,237.84,3457.09,20788.08,30724782.24,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Vector,295714,68938,833339,"observed channel views, quarter net change",5446,3104997,12419.99,3333.36,130.7,3726.0,19610.05,28983653.9,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Odunsi (The Engine),311572,36150,407382,"observed channel views, quarter net change",5427,3271506,13086.02,1629.53,130.25,3925.81,18771.61,27744439.58,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Peruzzi,282946,21300,408796,"observed channel views, quarter net change",41381,2970933,11883.73,1635.18,993.14,3565.12,18077.17,26718057.26,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Ajebutter22,241110,49823,1166247,"estimated: subscribers x 7.80 views/month (EST, calibrated)",6351,2531655,10126.62,4664.99,152.42,3037.99,17982.02,26577425.56,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,WurlD,288321,41683,256975,"observed channel views, quarter net change",46419,3027370,12109.48,1027.9,1114.06,3632.84,17884.28,26432965.84,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Reminisce,231070,74650,1134709,"observed channel views, quarter net change",12225,2426235,9704.94,4538.84,293.4,2911.48,17448.66,25789119.48,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Banky W.,176202,567000,1741793,"observed channel views, quarter net change",9031,1850121,7400.48,6967.17,216.74,2220.15,16804.54,24837110.12,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Rude Boy,178551,301000,1633533,"observed channel views, quarter net change",1564,1874786,7499.14,6534.13,37.54,2249.74,16320.55,24121772.9,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Duncan Mighty,278295,2496,137422,"observed channel views, quarter net change",5159,2922098,11688.39,549.69,123.82,3506.52,15868.42,23453524.76,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Brymo,174735,59909,1370426,"observed channel views, quarter net change",15341,1834718,7338.87,5481.7,368.18,2201.66,15390.41,22747025.98,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,M.I. Abaga,185784,98417,938758,"observed channel views, quarter net change",8049,1950732,7802.93,3755.03,193.18,2340.88,14092.02,20828005.56,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Praiz,215704,13200,308983,"estimated: subscribers x 7.80 views/month (EST, calibrated)",1563,2264892,9059.57,1235.93,37.51,2717.87,13050.88,19289200.64,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Dice Ailes,138364,27400,1334104,"observed channel views, quarter net change",3855,1452822,5811.29,5336.42,92.52,1743.39,12983.62,19189790.36,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Sean Tizzle,147655,43669,493357,"observed channel views, quarter net change",4745,1550378,6201.51,1973.43,113.88,1860.45,10149.27,15000621.06,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Lyta,165564,90406,127523,"observed channel views, quarter net change",1938,1738422,6953.69,510.09,46.51,2086.11,9596.4,14183479.2,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Terri,160362,86444,167837,"observed channel views, quarter net change",4798,1683801,6735.2,671.35,115.15,2020.56,9542.26,14103460.28,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Terry Apala,152336,6219,39693,"observed channel views, quarter net change",384,1599528,6398.11,158.77,9.22,1919.43,8485.53,12541613.34,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,HarrySong,77018,92900,945386,"observed channel views, quarter net change",821,808689,3234.76,3781.54,19.7,970.43,8006.43,11833503.54,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Seyi Shay,86862,138215,713979,"observed channel views, quarter net change",7632,912051,3648.2,2855.92,183.17,1094.46,7781.75,11501426.5,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Lady Donli,139053,6243,32090,"observed channel views, quarter net change",1282,1460056,5840.23,128.36,30.77,1752.07,7751.43,11456613.54,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Dremo,133892,7030,615,"observed channel views, quarter net change",10851,1405866,5623.46,2.46,260.42,1687.04,7573.38,11193455.64,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,King Sunny Ade,76286,20200,750943,"observed channel views, quarter net change",10485,801003,3204.01,3003.77,251.64,961.2,7420.62,10967676.36,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Solidstar,61068,73500,728630,"observed channel views, quarter net change",1578,641214,2564.86,2914.52,37.87,769.46,6286.71,9291757.38,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Illbliss,90602,11647,150730,"observed channel views, quarter net change",336,951321,3805.28,602.92,8.06,1141.59,5557.85,8214502.3,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,CDQ,52086,31000,568179,"observed channel views, quarter net change",599,546903,2187.61,2272.72,14.38,656.28,5130.99,7583603.22,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Prettyboy D-O,86123,9050,82580,"observed channel views, quarter net change",1486,904292,3617.17,330.32,35.66,1085.15,5068.3,7490947.4,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Darey,45059,71610,506044,"observed channel views, quarter net change",3797,473120,1892.48,2024.18,91.13,567.74,4575.53,6762633.34,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Yung6ix,81428,299,324,"observed channel views, quarter net change",734,854994,3419.98,1.3,17.62,1025.99,4464.89,6599107.42,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Olu Maintain,77111,4530,26231,"observed channel views, quarter net change",435,809666,3238.66,104.92,10.44,971.6,4325.62,6393266.36,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Naeto C,47894,6610,49020,"observed channel views, quarter net change",12982,502887,2011.55,196.08,311.57,603.46,3122.66,4615291.48,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Sound Sultan,43101,16815,118106,"observed channel views, quarter net change",1263,452560,1810.24,472.42,30.31,543.07,2856.04,4221227.12,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Jesse Jagz,39489,14000,118977,"observed channel views, quarter net change",5382,414634,1658.54,475.91,129.17,497.56,2761.18,4081024.04,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Small Doctor,38824,29387,71512,"observed channel views, quarter net change",636,407652,1630.61,286.05,15.26,489.18,2421.1,3578385.8,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Eldee,40628,333,1948,"observed channel views, quarter net change",4219,426594,1706.38,7.79,101.26,511.91,2327.34,3439808.52,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Mr Real,30873,41600,146979,"observed channel views, quarter net change",0,324166,1296.67,587.92,0.0,389.0,2273.59,3360366.02,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Dammy Krane,27118,5600,131084,"estimated: observed volume rejected (6 provider restatements exceeded the quarter's net change); subscribers x 7.80 views/month (EST, calibrated)",549,284739,1138.96,524.33,13.18,341.69,2018.16,2982840.48,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Waje,27519,49467,82645,"observed channel views, quarter net change",1762,288950,1155.8,330.58,42.29,346.74,1875.41,2771855.98,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Sauce Kid,5069,1862,5331,"observed channel views, quarter net change",116,53224,212.9,21.32,2.78,63.87,300.87,444685.86,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Ebenezer Obey,0,0,0,no YouTube presence observed,4969,0,0.0,0.0,119.26,0.0,119.26,176266.28,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",no monthly level observed; quarter-end level used,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,Oritsefemi,47,0,0,no YouTube presence observed,1084,494,1.97,0.0,26.02,0.59,28.58,42241.24,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q3_2024,=== PERIOD TOTAL ===,,,,,,,12412932.83,7099089.39,232341.82,3723879.87,23468243.91,34686064498.98,Aggregated,,,,
Q4_2024,Ayra Starr,25426442,2350000,86692500,"observed channel views, quarter net change",162128,266977641,1067910.56,346770.0,3891.07,320373.17,1738944.8,2570160414.4,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Burna Boy,20562313,5110000,124518937,"observed channel views, quarter net change",937992,215904286,863617.15,498075.75,22511.81,259085.14,1643289.85,2428782398.3,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Rema,21338894,4620000,114232520,"observed channel views, quarter net change",467579,224058387,896233.55,456930.08,11221.9,268870.06,1633255.59,2413951762.02,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Tems,17729597,1080000,57275927,"observed channel views, quarter net change",190064,186160768,744643.07,229103.71,4561.54,223392.92,1201701.24,1776114432.72,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Wizkid,11290476,3240000,109911768,"observed channel views, quarter net change",916837,118549998,474199.99,439647.07,22004.09,142260.0,1078111.15,1593448279.7,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Omah Lay,9704800,2210000,79224531,"observed channel views, quarter net change",287020,101900400,407601.6,316898.12,6888.48,122280.48,853668.68,1261722309.04,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Davido,8355805,4260000,71695995,"observed channel views, quarter net change",833134,87735952,350943.81,286783.98,19995.22,105283.14,763006.15,1127723089.7,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,CKay,8841004,4130000,46364851,"observed channel views, quarter net change",210683,92830542,371322.17,185459.4,5056.39,111396.65,673234.61,995040753.58,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Asake,7499035,1490000,52899865,"observed channel views, quarter net change",78846,78739868,314959.47,211599.46,1892.3,94487.84,622939.07,920703945.46,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Fireboy DML,7628228,1830000,40224315,"observed channel views, quarter net change",321169,80096394,320385.58,160897.26,7708.06,96115.67,585106.57,864787510.46,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Kizz Daniel,4501309,3260000,76288365,"observed channel views, quarter net change",220778,47263744,189054.98,305153.46,5298.67,56716.49,556223.6,822098480.8,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Libianca,6749060,1121923,45053997,"observed channel views, quarter net change",19672,70865130,283460.52,180215.99,472.13,85038.16,549186.8,811698090.4,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Victony,6460063,634000,37643018,"observed channel views, quarter net change",51363,67830662,271322.65,150572.07,1232.71,81396.79,504524.22,745686797.16,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Ruger,4285458,1780000,54350031,"observed channel views, quarter net change",106213,44997309,179989.24,217400.12,2549.11,53996.77,453935.24,670916284.72,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Amaarae,6387049,393000,25217463,"observed channel views, quarter net change",29119,67064014,268256.06,100869.85,698.86,80476.82,450301.59,665545750.02,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,BNXN,4791979,339000,25837114,"observed channel views, quarter net change",0,50315780,201263.12,103348.46,0.0,60378.94,364990.52,539455988.56,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Oxlade,4452860,621000,21024094,"observed channel views, quarter net change",92868,46755030,187020.12,84096.38,2228.83,56106.04,329451.37,486929124.86,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Lojay,4434392,338000,18736372,"observed channel views, quarter net change",45219,46561116,186244.46,74945.49,1085.26,55873.34,318148.55,470223556.9,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Olamide,4023080,1230000,19769291,"observed channel views, quarter net change",327950,42242340,168969.36,79077.16,7870.8,50690.81,306608.13,453166816.14,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Darkoo,4414907,270600,15536407,"observed channel views, quarter net change",17109,46356524,185426.09,62145.63,410.62,55627.83,303610.17,448735831.26,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Tempoe,5444465,1190,2174,"observed channel views, quarter net change",10103,57166882,228667.53,8.7,242.47,68600.26,297518.96,439733022.88,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Joeboy,3506424,1390000,20279348,"observed channel views, quarter net change",300940,36817452,147269.81,81117.39,7222.56,44180.94,279790.7,413530654.6,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Chike,2140501,1050000,34595033,"observed channel views, quarter net change",49944,22475260,89901.04,138380.13,1198.66,26970.31,256450.14,379033306.92,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Young Jonn,3031821,319000,17284951,"observed channel views, quarter net change",23052,31834120,127336.48,69139.8,553.25,38200.94,235230.47,347670634.66,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Mr Eazi,3322331,1250000,10770055,"observed channel views, quarter net change",334589,34884476,139537.9,43080.22,8030.14,41861.37,232509.63,343649233.14,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Sarz,4020119,90700,1582333,"observed channel views, quarter net change",57857,42211250,168845.0,6329.33,1388.57,50653.5,227216.4,335825839.2,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Tiwa Savage,2782567,1460000,16734554,"observed channel views, quarter net change",284772,29216954,116867.81,66938.22,6834.53,35060.34,225700.9,333585930.2,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,ODUMODUBLVCK,3037286,185000,13574179,"observed channel views, quarter net change",7048,31891503,127566.01,54296.72,169.15,38269.8,220301.68,325605883.04,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Flavour,934597,3520000,40646737,"observed channel views, quarter net change",85683,9813268,39253.07,162586.95,2056.39,11775.92,215672.33,318763703.74,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Adekunle Gold,2624653,910000,15423640,"observed channel views, quarter net change",188277,27558856,110235.43,61694.56,4518.65,33070.63,209519.27,309669481.06,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Shallipopi,2770505,213000,11996800,"observed channel views, quarter net change",4703,29090302,116361.21,47987.2,112.87,34908.36,199369.64,294668327.92,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Pheelz,2482135,359846,13768366,"observed channel views, quarter net change",26596,26062418,104249.67,55073.46,638.3,31274.9,191236.33,282647295.74,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
Q4_2024,Tekno,1833349,2530000,22493980,"observed channel views, quarter net change",30526,19250164,77000.66,89975.92,732.62,23100.2,190809.4,282016293.2,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,1478.0,CBN annual average official rate 1478.00 NGN/USD for 2024 (ASM)
