nmas_artist_id,artist_name,in_sample,region,state_area,chartmetric_id,soundcharts_uuid,soundcharts_name,match_confidence,in_daily_microdata
slowdog,Slowdog,N,,,,11e83fe2-3f23-1f90-b914-aa1c026db3d8,Slowdog,exact_ng,N
small-doctor,Small Doctor,Y,,,515515,11e83fe4-78c4-0960-8e65-aa1c026db3d8,Small Doctor,exact_ng,Y
smur-lee,Smur Lee,N,,,,bcef0122-ac75-40fb-8aa8-1eaf344c2ea9,Smur Lee,exact_ng,N
snatcha,Snatcha,N,,,,f2049d38-cf83-11e8-8273-525400009efb,Snatcha,exact_foreign,N
snazzy-the-optimist,Snazzy the Optimist,N,,,,a38f4c05-fe8b-4100-8105-b1608e430cf2,Snazzy the Optimist,exact_ng,N
sogha-niger,Sogha Niger,N,North,Niger,,d656f042-bcc8-440c-b7a2-8d0910909fba,SOGHA NIGER,exact_no_country,N
sola-allyson,Sola Allyson,N,,,,11e83fed-381a-64fa-ac54-a0369fe50396,Sola Allyson,exact_ng,N
solidstar,Solidstar,Y,,,92994,11e83fe0-0bd3-02b0-87d2-a0369fe50396,Solidstar,exact_ng,Y
somadina,Somadina,N,,,,11e83fee-af4f-1858-8d6c-aa1c026db3d8,SomaDina,exact_ng,N
sonnie-badu,Sonnie Badu,N,,,,11e83fe5-9532-9cf0-bc9d-a0369fe50396,Sonnie Badu,exact_foreign,N
sonny-okosun,Sonny Okosun,N,,,,11e81bd0-a8e3-c596-9210-a0369fe50396,Sonny Okosun,exact_ng,N
sonny-okosuns,Sonny Okosuns,N,,,,d9bfcb7c-bc38-478a-a996-ca2566cd64e5,Sonny Okosuns,exact_no_country,N
sound-sultan,Sound Sultan,Y,South,Ogun,249694,11e81bc0-a2d2-6352-b600-a0369fe50396,Sound Sultan,exact_ng,Y
soundz,Soundz,N,,,,ba251160-c450-11e8-b9ec-525400009efb,Soundz,exact_ng,N
specikinging,Specikinging,N,,,,713259f0-9857-11e9-9a9a-e4434b16cb7a,Specikinging,exact_ng,N
spellz,Spellz,N,,,,51c79940-29f3-11e9-9c00-549f35161576,Spellz,exact_ng,N
spinall,Spinall,N,,,,a1268430-d49e-4892-af83-9e9bbe8ab976,Spinall,exact_ng,N
spyro,Spyro,Y,,,536112,11e83fe9-1ec3-8e86-a297-a0369fe50396,Spyro,exact_ng,Y
st-seií,St. Seií,N,,,,3079659d-10a0-4438-b31e-d05f0b0916e9,St. Seii,exact_ng,N
starsamm,Starsamm,N,,,,63697fb5-20a6-45e3-a1b0-7c8763fbd43f,Starsamm,exact_ng,N
stevehills,SteveHills,N,,,,5fea0a3f-6f1b-45e1-a365-bf338d38a198,Stevehills,exact_ng,N
straffitti,Straffitti,N,,,,009f3138-b8d6-11e8-986c-525400009efb,Straffitti,exact_ng,N
styl-plus,Styl-Plus,N,,,,11e81bc1-61c1-9f1c-9851-a0369fe50396,Styl-Plus,exact_ng,N
sule-alao-malaika,Sule Alao Malaika,N,,,,a9a27fab-d0af-4ef0-9ff0-737a139dae6b,Sule Alao Malaika,exact_no_country,N
sunkanmi,Sunkanmi,N,,,,11e83fe8-1380-3552-888c-a0369fe50396,Sunkanmi,exact_ng,N
sunmisola-agbebi,Sunmisola Agbebi,N,,,,10964604-decb-4503-b01b-e5dc19979061,Sunmisola Agbebi,exact_ng,N
sunny-ade,Sunny Ade,N,,,,11e83fed-0281-d36e-b49c-aa1c026db3d8,Sunny Ade,exact_no_country,N
supernovamusician,Supernovamusician,N,,,,0d5faa81-8d56-41c5-8327-06e0578ad27d,Supernovamusician,exact_no_country,N
superstar-yb,Superstar YB,N,,,,a858e2e6-b545-4daf-8bc4-9aec145f30c2,Superstar Yb,exact_ng,N
suté-iwar,Suté Iwar,N,,,,a0444748-4c27-11e9-a29f-e4434b16cb7a,Suté Iwar,exact_ng,N
syemca,Syemca,N,,,,b9de37a4-0022-11ea-8115-549f35141000,Syemca,exact_ng,N
t-neeya,T'neeya,N,,,,11e83fec-7778-fd24-9223-a0369fe50396,T'neeya,exact_foreign,N
t-classic,T-Classic,N,,,,11e8aa03-2f88-3da0-b98a-525400009efb,T-Classic,exact_ng,N
t-plux,T-Plux,N,,,,708e32d6-078f-4556-a510-70b935241d2c,T-Plux,exact_foreign,N
t-i-blaze,T.I BLAZE,N,South,Ogun,,b0f82282-8b3a-4364-a963-fc99f2dca69d,T.I BLAZE,exact_ng,N
tar1q,TAR1Q,N,South,,,d78bfa38-0055-4f9b-84c5-9c796d382011,TAR1Q,exact_ng,N
tuff-king,TUFF KING,N,,,,f9e748bd-6852-430c-a4bd-138c9e088f5b,TUFF KING,exact_ng,N
ty-bello,TY Bello,N,South,,,11e83fe6-c002-bc52-b59c-aa1c026db3d8,Ty Bello,exact_ng,N
ty-shaban,TY Shaban,N,,,,,,unmatched,N
tamara-jones,Tamara Jones,N,,,,11e81bbc-4a7a-7f04-88a0-a0369fe50396,Tamara Jones,exact_foreign,N
tay-iwar,Tay Iwar,Y,,,565281,11e83fec-3688-4298-b10b-a0369fe50396,Tay Iwar,exact_ng,Y
taye-currency,Taye Currency,N,,,,69afaafb-4758-4224-909a-b398d20f0a05,Taye Currency,exact_no_country,N
taye-olusola,Taye Olusola,N,,,,f6cbf050-e72d-4baf-a572-67e10a5ca4b0,taye olusola,exact_no_country,N
tec,Tec,N,,,,,,unmatched,N
teemirror,TeeMirror,N,,,,64eb4d6d-cf3b-4a44-8e2e-29407e2658e2,TeeMirror,exact_ng,N
teemeeysax,Teemeeysax,N,,,,,,unmatched,N
teezee,Teezee,N,,,,11e83fe8-2b1e-f1f8-a58d-aa1c026db3d8,Teezee,exact_ng,N
tekno,Tekno,Y,South,Delta,426512,11e81bc9-b5f6-4382-b877-a0369fe50396,Tekno,exact_ng,Y
tekno-miles,Tekno Miles,N,,,,11e81bbc-ee34-eb52-bab1-a0369fe50396,Tekno Miles,exact_ng,N
temi-dollface,Temi DollFace,N,,,,11e81bbf-f5f3-5ad8-88b9-a0369fe50396,Temi Dollface,exact_ng,N
tempoe,Tempoe,Y,,,9190388,d5a762fe-5d2d-4417-9aa7-cdd3e418bfb7,Tempoe,exact_foreign,Y
tems,Tems,Y,South,Lagos,1345060,11e8aa04-ab2d-ccbc-9d98-525400009efb,Tems,exact_ng,Y
teni,Teni,Y,South,Ekiti,349654,ea14144c-f8a4-11e8-b144-549f35141000,Teni,exact_ng,Y
terri,Terri,Y,,,883093,7d94c93e-b2c1-11e8-adde-525400009efb,Terri,exact_ng,Y
terry-apala,Terry Apala,Y,,,228944,11e83fe7-dbf6-6db8-8d80-aa1c026db3d8,Terry Apala,exact_ng,Y
terry-g,Terry G,N,,,,11e81bce-8783-d410-8f3d-a0369fe50396,Terry G,exact_ng,N
testimony-jaga,Testimony Jaga,N,,,,86f196d2-ab23-11e9-8997-549f35161576,TESTIMONY JAGA,exact_ng,N
the-cavemen,The Cavemen,N,,,,11e81bcc-aa2c-6bd2-882a-a0369fe50396,The Cavemen.,exact_foreign,N
the-second-voice,The Second Voice,N,,,,9892a56a-cf36-4f75-8458-8ed5804cf8a1,The Second Voice,exact_ng,N
theophilus-sunday,Theophilus Sunday,N,,,,fba74cb5-fe55-4961-bd65-70e224e170f0,Theophilus Sunday,exact_ng,N
theresa-onuorah,Theresa Onuorah,N,,,,a15eba76-ea6d-43fb-9453-b7de0825d7ed,Theresa Onuorah,exact_no_country,N
tiimie,Tiimie,N,South,,,05d5e97f-1d16-4d0f-b816-1ad06c5d1032,Tiimie,exact_ng,N
tijjani-gandu,Tijjani Gandu,N,North,Kano,,1ab127d4-22be-426b-96b4-7ee46fb850b8,Tijjani Gandu,exact_ng,N
tim-godfrey,Tim Godfrey,N,,,,11e83fe0-3cd2-abfe-a357-aa1c026db3d8,Tim Godfrey,exact_ng,N
timaya,Timaya,Y,South,Bayelsa,210713,11e81bc1-eba2-7166-9321-a0369fe50396,Timaya,exact_ng,Y
timi-dakolo,Timi Dakolo,N,South,Bayelsa,,11e83fe1-8aa4-24f6-8291-a0369fe50396,Timi Dakolo,exact_ng,N
titom,Titom,N,,,,11e81bc3-ecea-a46a-9ffa-a0369fe50396,Titom,exact_foreign,N
tiwa-savage,Tiwa Savage,Y,South,Ogun,4686,11e81bbe-aaa0-d7c8-95de-a0369fe50396,Tiwa Savage,exact_ng,Y
tjan,Tjan,N,,,,11e83fe2-1e56-5b38-893d-aa1c026db3d8,Tjan,exact_ng,N
tkeyz,Tkeyz,N,,,,25d3184c-9c5c-11e9-bbfc-549f35161576,Tkeyz,exact_ng,N
tml-vibez,Tml Vibez,N,South,,,6156ab44-963d-486e-8a1c-4e26dcf57e6c,Tml Vibez,exact_ng,N
tobi-ibitoye,Tobi Ibitoye,N,,,,11e83fed-fb4e-5328-abb4-aa1c026db3d8,Tobi Ibitoye,exact_ng,N
toby-foyeh,Toby Foyeh,N,,,,11e81bbb-fcc3-79c8-96d3-a0369fe50396,Toby Foyeh,exact_foreign,N
tolani,Tolani,N,,,,11e81bd0-4e73-a158-b084-a0369fe50396,Tolani,exact_ng,N
tolex,Tolex,N,,,,5a209ada-c67c-11e9-8fe4-549f35161576,Tolex,exact_foreign,N
tolibian,Tolibian,N,North,,,697be3fb-2a8d-402b-a2fd-ccd5046f2ef7,Tolibian,exact_ng,N
tolu-obanro,Tolu Obanro,N,,,,aa4a820a-5adb-420d-a1a1-c1f0ce05f14c,Tolu Obanro,exact_ng,N
tolü-makay,Tolü Makay,N,,,,99ee01ae-ce69-11e8-9e67-549f35161576,Tolü Makay,exact_foreign,N
tomi-agape,Tomi Agape,N,,,,11e83fea-afd5-4bca-8b7f-aa1c026db3d8,Tomi Agape,exact_foreign,N
tomi-favored,Tomi Favored,N,,,,11e83fe6-cf2e-716c-96ba-aa1c026db3d8,Tomi Favored,exact_foreign,N
tomi-folayan,Tomi Folayan,N,,,,7746c22c-b058-4c3d-b320-65471ff097aa,Tomi Folayan,exact_no_country,N
tomi-thomas,Tomi Thomas,N,,,,11e83fe1-8cbe-8fc4-a573-aa1c026db3d8,Tomi Thomas,exact_foreign,N
tony-allen,Tony Allen,N,,,,11e81bc3-8a41-a1f6-8d87-a0369fe50396,Tony Allen,exact_ng,N
tony-tetuila,Tony Tetuila,N,,,,11e83fe4-2cc7-7506-9afa-a0369fe50396,Tony Tetuila,exact_ng,N
tonye-garrick,Tonye Garrick,N,,,,ad053538-87bd-11e9-8506-e4434b2a4898,Tonye Garrick,exact_ng,N
tope-adenibuyan,Tope Adenibuyan,N,,,,,,unmatched,N
tope-alabi,Tope Alabi,N,,,,11e83fe2-9ade-219a-840b-aa1c026db3d8,Tope Alabi,exact_ng,N
tosin-igho,Tosin Igho,N,,,,,,unmatched,N
trybesmen,Trybesmen,N,,,,24148bdf-ecbc-4de2-abc1-1ea91cca4259,trybesmen,exact_no_country,N
tunde-jegede,Tunde Jegede,N,,,,11e81bce-395f-aa34-abbf-a0369fe50396,Tunde Jegede,exact_foreign,N
tunde-king,Tunde King,N,,,,11e83fe7-263e-aa3a-b7eb-a0369fe50396,Tunde King,exact_ng,N
tunde-nightingale,Tunde Nightingale,N,,,,5a8f28d7-20a0-44c3-ae17-2db7f8881384,Tunde Nightingale,exact_ng,N
tunji-oyelana,Tunji Oyelana,N,,,,11e81bbb-3b12-b15e-8771-a0369fe50396,Tunji Oyelana,exact_ng,N
twins-affair,Twins Affair,N,,,,e79d19a3-ffc3-4c02-b549-e680386bdc20,Twins Affair,exact_no_country,N
töme,Töme,N,,,,7ebb9d09-def5-4c41-874b-1b93a1cf4b19,TÖME,exact_foreign,N
udeh-divine-ifunanya,Udeh Divine Ifunanya,N,,,,,,unmatched,N
ugezu-j-ugezu,Ugezu J. Ugezu,N,,,,6ea627c4-2ce2-4269-8e2f-b49da5de980e,Ugezu J. Ugezu,exact_no_country,N
umar-m-shareef,Umar M Shareef,N,North,Kano,,11e83fee-e00b-34d6-a7ef-a0369fe50396,Umar M. Shareef,exact_ng,N
umu-obiligbo,Umu Obiligbo,N,South,,,e0df5ff0-0b67-11e9-8082-549f35161576,Umu Obiligbo,exact_ng,N
vector,Vector,Y,South,Lagos,170806,11e81bca-e330-3a0a-8525-a0369fe50396,Vector,exact_ng,Y
vibez-inc,Vibez Inc,N,,,,32f05e86-36d5-40a9-9e2b-62927fd83ab6,Vibez Inc,exact_ng,N
victony,Victony,Y,,,3905071,2bfde0ba-6cd9-11e9-80c0-00163ec5a2fb,Victony,exact_ng,Y
victor-ad,Victor AD,N,South,,,11e83fed-b61d-254a-8715-aa1c026db3d8,Victor AD,exact_ng,N
victor-olaiya,Victor Olaiya,N,,,,11e81bbf-3d48-dc6a-9ee5-a0369fe50396,Victor Olaiya,exact_ng,N
victor-thompson,Victor Thompson,N,,,,a01bc264-18ea-4620-b2d3-544155fe090b,Victor Thompson,exact_ng,N
victor-uwaifo,Victor Uwaifo,N,,,,11e81bca-d9f6-ae9c-a1a1-a0369fe50396,Sir Victor Uwaifo,ambiguous,N
victoria-kimani,Victoria Kimani,N,,,,11e81bc2-d3f5-0438-b737-a0369fe50396,Victoria Kimani,exact_foreign,N
victoria-orenze,Victoria Orenze,N,,,,11e83fed-620b-9eb4-ad65-a0369fe50396,Victoria Orenze,exact_ng,N
vudumane,Vudumane,N,,,,7ab7e315-d0a5-4621-8e78-e920ae3b3021,Vudumane,exact_foreign,N
waconzy,Waconzy,N,,,,11e83fe2-a368-a966-acbb-aa1c026db3d8,Waconzy,exact_ng,N
waje,Waje,Y,,,429450,11e83fe0-0ed9-4abe-bd27-aa1c026db3d8,Waje,exact_ng,Y
wande-coal,Wande Coal,Y,,,3499,11e81bc7-d221-7a06-9423-a0369fe50396,Wande Coal,exact_ng,Y
wani,Wani,N,,,,11e83fe5-e615-71e2-97cf-aa1c026db3d8,Wani,exact_ng,N
wasiu-alabi-pasuma,Wasiu Alabi Pasuma,N,,,,11e83fe1-2261-b8a4-98c4-aa1c026db3d8,Wasiu Alabi Pasuma,exact_ng,N
wasiu-ayinde-barrister,Wasiu Ayinde Barrister,N,,,,,,unmatched,N
wavy-the-creator,Wavy the Creator,N,,,,add65846-c18b-11e8-b258-525400009efb,Wavy The Creator,exact_ng,N
waziri-anka,Waziri Anka,N,North,,,,,unmatched,N
weird-mc,Weird MC,N,,,,11e81bbe-baac-9846-8013-a0369fe50396,Weird MC,exact_ng,N
william-onyeabor,William Onyeabor,N,,,,11e81bc2-3531-c98a-b05c-a0369fe50396,William Onyeabor,exact_ng,N
wizard-chan,Wizard Chan,N,North,,,52c6902e-4327-4b71-b5ac-fe37f49d5d65,Wizard Chan,exact_ng,N
wizkid,Wizkid,Y,South,Lagos,4390,11e81bbb-8063-e642-9bd4-a0369fe50396,WizKid,exact_ng,Y
wizzypro,WizzyPro,N,,,,11e81bc8-1186-1350-8376-a0369fe50396,WizzyPro,exact_ng,N
wole-oni,Wole Oni,N,,,,69fd3e82-bde7-4e9b-b082-a1552628fae0,Wole Oni,exact_no_country,N
wolfacejoeyy,Wolfacejoeyy,N,,,,339093fb-61d0-4d04-8750-0892860a29a7,wolfacejoeyy,exact_foreign,N
wurld,WurlD,Y,,,424613,11e81bbf-bd71-282a-bcb4-a0369fe50396,Wurld,exact_foreign,Y
yadah,Yadah,N,,,,0f281f4a-e003-11e8-9e5b-525400009efb,Yadah,exact_ng,N
yakubu-muhammed,Yakubu Muhammed,N,,,,,,unmatched,N
yarden,Yarden,N,,,,91a5c9f3-ef2e-4561-a071-07f5e40b79b6,Yarden,exact_ng,N
ycee,Ycee,Y,South,Lagos,5382,11e81bbc-4157-d70a-8007-a0369fe50396,YCEE,exact_ng,Y
yemi-alade,Yemi Alade,Y,South,Edo,211381,11e81bbc-82d3-402a-8e1b-a0369fe50396,Yemi Alade,exact_ng,Y
yemzzy,Yemzzy,N,South,,,edd4d5f0-abb2-47de-b68c-46146c02816d,Yemzzy,exact_ng,N
yeni-kuti,Yeni Kuti,N,,,,,,unmatched,N
yhemolee,Yhemolee,N,,,,5253ac86-0d6a-41db-89ef-3778b2f57da8,Yhemolee,exact_ng,N
yinka-ayefele,Yinka Ayefele,N,,,,11e83fe0-4dd6-7994-817e-a0369fe50396,Yinka Ayefele,exact_ng,N
yinka-davies,Yinka Davies,N,,,,27b10238-c641-11e8-a1de-549f35141000,Yinka Davies,exact_ng,N
young-jonn,Young Jonn,Y,South,,1186093,c3bea966-f6d7-11e8-ae58-549f35141000,Young Jonn,exact_ng,Y
yung6ix,Yung6ix,Y,,,5060,11e81bbc-a4b1-4c78-931c-a0369fe50396,Yung6ix,exact_ng,Y
yuppe,Yuppe,N,,,,94419fc7-5595-4c87-a256-0c2a82a05ebf,Yuppe,exact_foreign,N
yusuf-olatunji,Yusuf Olatunji,N,,,,cbdba504-311e-4487-af86-ef139948de40,Yusuf Olatunji,exact_no_country,N
zaki-dan-yaya,Zaki Dan Yaya,N,,,,305ec876-4702-43b2-908c-0b1242cfada0,ZAKI DAN YAYA,exact_ng,N
zaylevelten,Zaylevelten,N,South,,,ed998e31-0821-4de6-9950-adebc00e7967,Zaylevelten,exact_ng,N
zayn-africa,Zayn Africa,N,,,,608d6164-3a12-11ea-a237-549f35141000,Zayn Africa,exact_ng,N
zeeno-foster,Zeeno Foster,N,,,,78168d7d-d4a8-4fc5-a639-1f1cdd931df6,Zeeno Foster,exact_no_country,N
zeldan,Zeldan,N,,,,,,unmatched,N
zerrydl,Zerrydl,N,South,,,4384e9a7-b640-45f1-8185-aa9aefc8bcd7,Zerrydl,exact_ng,N
zhus-jdo,Zhus Jdo,N,,,,27798d23-08d3-406a-ab17-173f5f107bec,Zhus Jdo,exact_ng,N
zilla-oaks,Zilla Oaks,N,,,,6c102eb8-3b44-11e9-b689-549f35141000,Zilla Oaks,exact_ng,N
zinoleesky,Zinoleesky,Y,South,Lagos,1582294,fcb44610-7ace-11e9-892e-801844edfa71,Zinoleesky,exact_ng,Y
zlatan,Zlatan,Y,South,Ogun,392233,11e83fe0-3cd7-d444-8ada-aa1c026db3d8,Zlatan,exact_ng,Y
zoro,Zoro,N,,,,09c1a6a6-0bc6-4b83-8efc-af160969ae4d,Zoro,exact_ng,N
zubi,Zubi,N,North,,,e774e61e-548c-11e9-89ed-549f35141000,Zubi,exact_foreign,N
zule-zoo,Zule Zoo,N,,,,11e81bce-675c-46c2-89a1-a0369fe50396,Zule Zoo,exact_ng,N
el-mafrex,el Mafrex,N,,,,d5b9d1ee-1cfc-42f5-98c3-72d5d8e977d0,el Mafrex,exact_foreign,N
oshamo,oSHAMO,N,South,,,3fe29364-59ef-401c-8d8b-3e99ead2735c,Oshamo,exact_foreign,N
where-t-at,where.t.at,N,,,,05abaf76-219d-49a3-bfd8-6223bbf18a51,where.t.at,exact_foreign,N
