period,artist_name,spotify_monthly_listeners,youtube_subscribers,youtube_actual_views,youtube_views_source,deezer_fans,est_spotify_quarterly_streams,spotify_revenue_usd,youtube_revenue_usd,deezer_revenue_usd,other_platforms_revenue_usd,gross_streaming_revenue_usd,gross_streaming_revenue_ngn,source,spotify_listeners_source
Q3_2024,Olu Maintain,78064,4530,26231,"observed channel views, quarter net change",437,819672,3278.69,104.92,10.49,983.61,4377.71,6566565.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q3_2024,Naeto C,49574,6610,49020,"observed channel views, quarter net change",12984,520527,2082.11,196.08,311.62,624.63,3214.44,4821660.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q3_2024,Sound Sultan,44253,16815,118106,"observed channel views, quarter net change",1265,464656,1858.63,472.42,30.36,557.59,2919.0,4378500.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q3_2024,Jesse Jagz,40913,14000,118977,"observed channel views, quarter net change",5383,429586,1718.35,475.91,129.19,515.5,2838.95,4258425.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q3_2024,Small Doctor,41437,29387,71512,"observed channel views, quarter net change",639,435088,1740.35,286.05,15.34,522.11,2563.85,3845775.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q3_2024,Eldee,42120,333,1948,"observed channel views, quarter net change",4221,442260,1769.04,7.79,101.3,530.71,2408.84,3613260.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q3_2024,Dammy Krane,31751,5600,131084,"estimated: observed volume rejected (6 provider restatements exceeded the quarter's net change); subscribers x 7.80 views/month (EST, calibrated)",548,333386,1333.54,524.33,13.15,400.06,2271.08,3406620.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q3_2024,Mr Real,30343,41600,146979,"observed channel views, quarter net change",0,318602,1274.41,587.92,0.0,382.32,2244.65,3366975.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q3_2024,Waje,32191,49467,82645,"observed channel views, quarter net change",1763,338006,1352.02,330.58,42.31,405.61,2130.52,3195780.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q3_2024,Sauce Kid,5474,1862,5331,"observed channel views, quarter net change",116,57477,229.91,21.32,2.78,68.97,322.98,484470.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q3_2024,Ebenezer Obey,0,0,0,no YouTube presence observed,4974,0,0.0,0.0,119.38,0.0,119.38,179070.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q3_2024,Oritsefemi,44,0,0,no YouTube presence observed,1084,462,1.85,0.0,26.02,0.55,28.42,42630.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q3_2024,=== PERIOD TOTAL ===,,,,,,,12090676.17,7099089.39,234239.93,3627202.86,23051208.35,34576812525.0,Aggregated,
Q4_2024,Ayra Starr,24346958,2350000,86692500,"observed channel views, quarter net change",165888,255643059,1022572.24,346770.0,3981.31,306771.67,1680095.22,2520142830.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Burna Boy,19894986,5110000,124518937,"observed channel views, quarter net change",943953,208897353,835589.41,498075.75,22654.87,250676.82,1606996.85,2410495275.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Rema,20804145,4620000,114232520,"observed channel views, quarter net change",474011,218443522,873774.09,456930.08,11376.26,262132.23,1604212.66,2406318990.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Tems,17956278,1080000,57275927,"observed channel views, quarter net change",193990,188540919,754163.68,229103.71,4655.76,226249.1,1214172.25,1821258375.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Wizkid,11534118,3240000,109911768,"observed channel views, quarter net change",921613,121108239,484432.96,439647.07,22118.71,145329.89,1091528.63,1637292945.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Omah Lay,9624299,2210000,79224531,"observed channel views, quarter net change",291263,101055140,404220.56,316898.12,6990.31,121266.17,849375.16,1274062740.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Davido,9421804,4260000,71695995,"observed channel views, quarter net change",837975,98928942,395715.77,286783.98,20111.4,118714.73,821325.88,1231988820.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,CKay,8960225,4130000,46364851,"observed channel views, quarter net change",212644,94082362,376329.45,185459.4,5103.46,112898.84,679791.15,1019686725.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Asake,7586181,1490000,52899865,"observed channel views, quarter net change",81802,79654900,318619.6,211599.46,1963.25,95585.88,627768.19,941652285.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Fireboy DML,7939916,1830000,40224315,"observed channel views, quarter net change",323568,83369118,333476.47,160897.26,7765.63,100042.94,602182.3,903273450.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Libianca,7637045,1121923,45053997,"observed channel views, quarter net change",19877,80188972,320755.89,180215.99,477.05,96226.77,597675.7,896513550.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Kizz Daniel,4420620,3260000,76288365,"observed channel views, quarter net change",222230,46416510,185666.04,305153.46,5333.52,55699.81,551852.83,827779245.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Victony,6482456,634000,37643018,"observed channel views, quarter net change",52707,68065788,272263.15,150572.07,1264.97,81678.95,505779.14,758668710.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Ruger,4523290,1780000,54350031,"observed channel views, quarter net change",108604,47494545,189978.18,217400.12,2606.5,56993.45,466978.25,700467375.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Amaarae,6335038,393000,25217463,"observed channel views, quarter net change",29548,66517899,266071.6,100869.85,709.15,79821.48,447472.08,671208120.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,BNXN,4829749,339000,25837114,"observed channel views, quarter net change",0,50712364,202849.46,103348.46,0.0,60854.84,367052.76,550579140.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Oxlade,4834215,621000,21024094,"observed channel views, quarter net change",94658,50759258,203037.03,84096.38,2271.79,60911.11,350316.31,525474465.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Chike,3511966,1050000,34595033,"observed channel views, quarter net change",50204,36875643,147502.57,138380.13,1204.9,44250.77,331338.37,497007555.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Lojay,4577196,338000,18736372,"observed channel views, quarter net change",45605,48060558,192242.23,74945.49,1094.52,57672.67,325954.91,488932365.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Olamide,4150184,1230000,19769291,"observed channel views, quarter net change",329041,43576932,174307.73,79077.16,7896.98,52292.32,313574.19,470361285.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Tempoe,5458455,1190,2174,"observed channel views, quarter net change",10420,57313778,229255.11,8.7,250.08,68776.53,298290.42,447435630.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Darkoo,4265282,270600,15536407,"observed channel views, quarter net change",17274,44785461,179141.84,62145.63,414.58,53742.55,295444.6,443166900.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,ODUMODUBLVCK,4088268,185000,13574179,"observed channel views, quarter net change",7429,42926814,171707.26,54296.72,178.3,51512.18,277694.46,416541690.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Joeboy,3395398,1390000,20279348,"observed channel views, quarter net change",302113,35651679,142606.72,81117.39,7250.71,42782.01,273756.83,410635245.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Sarz,4570200,90700,1582333,"observed channel views, quarter net change",58026,47987100,191948.4,6329.33,1392.62,57584.52,257254.87,385882305.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Tiwa Savage,3060383,1460000,16734554,"observed channel views, quarter net change",285847,32134022,128536.09,66938.22,6860.33,38560.83,240895.47,361343205.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Young Jonn,3062039,319000,17284951,"observed channel views, quarter net change",23551,32151410,128605.64,69139.8,565.22,38581.69,236892.35,355338525.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Mr Eazi,3272812,1250000,10770055,"observed channel views, quarter net change",335364,34364526,137458.1,43080.22,8048.74,41237.43,229824.49,344736735.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Flavour,968172,3520000,40646737,"observed channel views, quarter net change",3927,10165806,40663.22,162586.95,94.25,12198.97,215543.39,323315085.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Adekunle Gold,2626213,910000,15423640,"observed channel views, quarter net change",189222,27575236,110300.95,61694.56,4541.33,33090.28,209627.12,314440680.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Shallipopi,2839842,213000,11996800,"observed channel views, quarter net change",5124,29818341,119273.36,47987.2,122.98,35782.01,203165.55,304748325.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Pheelz,2554626,359846,13768366,"observed channel views, quarter net change",27032,26823573,107294.29,55073.46,648.77,32188.29,195204.81,292807215.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Tekno,1869847,2530000,22493980,"observed channel views, quarter net change",30643,19633394,78533.57,89975.92,735.43,23560.07,192804.99,289207485.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Patoranking,1501731,1700000,25928914,"observed channel views, quarter net change",184663,15768176,63072.7,103715.66,4431.91,18921.81,190142.08,285213120.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Bayanni,2327751,172000,14311938,"observed channel views, quarter net change",3230,24441386,97765.54,57247.75,77.52,29329.66,184420.47,276630705.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Wande Coal,2867937,270000,6192702,"observed channel views, quarter net change",69314,30113338,120453.35,24770.81,1663.54,36136.01,183023.71,274535565.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,P-Square,1291481,2623333,25457875,"observed channel views, quarter net change",205315,13560550,54242.2,101831.5,4927.56,16272.66,177273.92,265910880.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Qing Madi,1895041,244000,17640126,"observed channel views, quarter net change",1322,19897930,79591.72,70560.5,31.73,23877.52,174061.47,261092205.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Crayon,2200292,219000,8834200,"observed channel views, quarter net change",10911,23103066,92412.26,35336.8,261.86,27723.68,155734.6,233601900.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Seyi Vibez,2764773,16700,58958,"observed channel views, quarter net change",15210,29030116,116120.47,235.83,365.04,34836.14,151557.48,227336220.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Khaid,1165706,474000,20461406,"observed channel views, quarter net change",3440,12239913,48959.65,81845.62,82.56,14687.9,145575.73,218363595.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Phyno,1235355,607000,18703673,"observed channel views, quarter net change",39062,12971228,51884.91,74814.69,937.49,15565.47,143202.56,214803840.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Yemi Alade,1081781,2430000,16344928,"observed channel views, quarter net change",383814,11358700,45434.8,65379.71,9211.54,13630.44,133656.49,200484735.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Johnny Drille,784737,691000,22024008,"observed channel views, quarter net change",8846,8239738,32958.95,88096.03,212.3,9887.69,131154.97,196732455.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Spyro,928194,497000,19265950,"observed channel views, quarter net change",0,9746037,38984.15,77063.8,0.0,11695.24,127743.19,191614785.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Zinoleesky,1908020,192000,5096906,"observed channel views, quarter net change",57770,20034210,80136.84,20387.62,1386.48,24041.05,125951.99,188927985.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Bella Shmurda,1767316,447000,6489547,"observed channel views, quarter net change",81264,18556818,74227.27,25958.19,1950.34,22268.18,124403.98,186605970.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Naira Marley,1416271,1110000,9065623,"observed channel views, quarter net change",150025,14870846,59483.38,36262.49,3600.6,17845.01,117191.48,175787220.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Bracket,498411,952750,21558065,"estimated: subscribers x 7.54 views/month (EST, calibrated)",29689,5233316,20933.26,86232.26,712.54,6279.98,114158.04,171237060.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Maleek Berry,1458581,608889,6517378,"observed channel views, quarter net change",63033,15315100,61260.4,26069.51,1512.79,18378.12,107220.82,160831230.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Iyanya,644984,614571,16927257,"observed channel views, quarter net change",23541,6772332,27089.33,67709.03,564.98,8126.8,103490.14,155235210.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Zlatan,1172092,362000,8556976,"observed channel views, quarter net change",118887,12306966,49227.86,34227.9,2853.29,14768.36,101077.41,151616115.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Blaqbonez,1335903,269000,6532295,"observed channel views, quarter net change",30753,14026982,56107.93,26129.18,738.07,16832.38,99807.56,149711340.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Magixx,1268618,221000,7381008,"observed channel views, quarter net change",3364,13320489,53281.96,29524.03,80.74,15984.59,98871.32,148306980.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Timaya,975447,918000,9982338,"observed channel views, quarter net change",42574,10242194,40968.77,39929.35,1021.78,12290.63,94210.53,141315795.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Mayorkun,1496214,261000,762796,"observed channel views, quarter net change",143262,15710247,62840.99,3051.18,3438.29,18852.3,88182.76,132274140.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Simi,1113081,1040000,5739896,"observed channel views, quarter net change",161822,11687350,46749.4,22959.58,3883.73,14024.82,87617.53,131426295.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Mohbad,1371322,223000,2523704,"observed channel views, quarter net change",47260,14398881,57595.52,10094.82,1134.24,17278.66,86103.24,129154860.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Reekado Banks,765930,486000,7840127,"observed channel views, quarter net change",74836,8042265,32169.06,31360.51,1796.06,9650.72,74976.35,112464525.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Lil Kesh,950232,236000,5207421,"observed channel views, quarter net change",18685,9977436,39909.74,20829.68,448.44,11972.92,73160.78,109741170.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Skiibii,869787,325125,6293860,"observed channel views, quarter net change",16909,9132764,36531.05,25175.44,405.82,10959.32,73071.63,109607445.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Ric Hassani,732837,694800,7334720,"observed channel views, quarter net change",8250,7694788,30779.15,29338.88,198.0,9233.75,69549.78,104324670.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Teni,851318,728000,4797854,"observed channel views, quarter net change",155162,8938839,35755.36,19191.42,3723.89,10726.61,69397.28,104095920.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,LADIPOE,1076687,103000,2203516,"observed channel views, quarter net change",71855,11305214,45220.85,8814.06,1724.52,13566.26,69325.69,103988535.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Olakira,305123,633000,11560807,"observed channel views, quarter net change",24384,3203792,12815.17,46243.23,585.22,3844.55,63488.17,95232255.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,DJ Neptune,800033,247333,3195635,"observed channel views, quarter net change",76361,8400346,33601.39,12782.54,1832.66,10080.42,58297.01,87445515.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Boj,979874,20588,442494,"observed channel views, quarter net change",8655,10288677,41154.71,1769.98,207.72,12346.41,55478.82,83218230.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Bloody Civilian,992486,14460,228760,"observed channel views, quarter net change",1812,10421103,41684.41,915.04,43.49,12505.32,55148.26,82722390.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Boy Spyce,798308,117000,2745678,"observed channel views, quarter net change",3074,8382234,33528.94,10982.71,73.78,10058.68,54644.11,81966165.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Korede Bello,835645,277852,1811394,"observed channel views, quarter net change",22838,8774272,35097.09,7245.58,548.11,10529.13,53419.91,80129865.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Tay Iwar,889919,11520,259102,"observed channel views, quarter net change",0,9344150,37376.6,1036.41,0.0,11212.98,49625.99,74438985.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,2Baba,503594,440000,4948491,"observed channel views, quarter net change",10419,5287737,21150.95,19793.96,250.06,6345.28,47540.25,71310375.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Falz,724231,365000,1415598,"observed channel views, quarter net change",82035,7604426,30417.7,5662.39,1968.84,9125.31,47174.24,70761360.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Ice Prince,777006,151000,418776,"observed channel views, quarter net change",47142,8158563,32634.25,1675.1,1131.41,9790.28,45231.04,67846560.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Peruzzi,608513,25200,1722770,"observed channel views, quarter net change",41432,6389386,25557.55,6891.08,994.37,7667.26,41110.26,61665390.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Bad Boy Timz,673972,14230,38508,"observed channel views, quarter net change",18604,7076706,28306.82,154.03,446.5,8492.05,37399.4,56099100.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Ycee,334812,217000,4141842,"observed channel views, quarter net change",13413,3515526,14062.1,16567.37,321.91,4218.63,35170.01,52755015.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,D'banj,550786,222000,1107198,"observed channel views, quarter net change",7598,5783253,23133.01,4428.79,182.35,6939.9,34684.05,52026075.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,DJ Spinall,4,352250,7970431,"estimated: subscribers x 7.54 views/month (EST, calibrated)",0,42,0.17,31881.72,0.0,0.05,31881.94,47822910.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Fela Kuti,441147,0,672572,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",191888,4632044,18528.17,2690.29,4605.31,5558.45,31382.22,47073330.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Cruel Santino,564527,5455,6313,"observed channel views, quarter net change",7146,5927534,23710.13,25.25,171.5,7113.04,31019.92,46529880.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Nonso Amadi,403749,135183,1551635,"observed channel views, quarter net change",10860,4239364,16957.46,6206.54,260.64,5087.24,28511.88,42767820.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Show Dem Camp,477620,12800,288338,"estimated: subscribers x 7.54 views/month (EST, calibrated)",9134,5015010,20060.04,1153.35,219.22,6018.01,27450.62,41175930.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Mannywellz,357127,46900,1849932,"observed channel views, quarter net change",1392,3749834,14999.33,7399.73,33.41,4499.8,26932.27,40398405.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Niniola,236343,118000,3400288,"observed channel views, quarter net change",8656,2481602,9926.41,13601.15,207.74,2977.92,26713.22,40069830.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Banky W.,289288,570000,2172316,"observed channel views, quarter net change",9040,3037524,12150.1,8689.26,216.96,3645.03,24701.35,37052025.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Duncan Mighty,423054,2522,216997,"observed channel views, quarter net change",5187,4442067,17768.27,867.99,124.49,5330.48,24091.23,36136845.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Vector,344016,70073,1095488,"observed channel views, quarter net change",5741,3612168,14448.67,4381.95,137.78,4334.6,23303.0,34954500.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,9ice,309137,44900,1468502,"observed channel views, quarter net change",9949,3245938,12983.75,5874.01,238.78,3895.13,22991.67,34487505.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Aṣa,344176,153000,133948,"observed channel views, quarter net change",133517,3613848,14455.39,535.79,3204.41,4336.62,22532.21,33798315.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Odunsi (The Engine),335919,36744,561075,"observed channel views, quarter net change",5461,3527150,14108.6,2244.3,131.06,4232.58,20716.54,31074810.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Rude Boy,214494,305000,1673929,"observed channel views, quarter net change",1569,2252187,9008.75,6695.72,37.66,2702.62,18444.75,27667125.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Reminisce,285356,75582,570352,"observed channel views, quarter net change",12255,2996238,11984.95,2281.41,294.12,3595.49,18155.97,27233955.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,WurlD,288719,41915,261951,"observed channel views, quarter net change",46618,3031550,12126.2,1047.8,1118.83,3637.86,17930.69,26896035.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Ajebutter22,201439,50031,1132061,"estimated: subscribers x 7.54 views/month (EST, calibrated)",6383,2115110,8460.44,4528.25,153.19,2538.13,15680.01,23520015.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Brymo,176506,61069,1194699,"observed channel views, quarter net change",15401,1853313,7413.25,4778.8,369.62,2223.98,14785.65,22178475.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Praiz,259821,13400,124159,"observed channel views, quarter net change",1577,2728120,10912.48,496.64,37.85,3273.74,14720.71,22081065.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Lyta,252901,90981,162536,"observed channel views, quarter net change",1954,2655460,10621.84,650.14,46.9,3186.55,14505.43,21758145.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,M.I. Abaga,220728,99500,445366,"observed channel views, quarter net change",8094,2317644,9270.58,1781.46,194.26,2781.17,14027.47,21041205.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Sean Tizzle,163631,48530,1098098,"estimated: subscribers x 7.54 views/month (EST, calibrated)",4756,1718126,6872.5,4392.39,114.14,2061.75,13440.78,20161170.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Lagbaja,234393,5690,72180,"observed channel views, quarter net change",2862,2461126,9844.51,288.72,68.69,2953.35,13155.27,19732905.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Dice Ailes,192077,27700,626773,"estimated: subscribers x 7.54 views/month (EST, calibrated)",3870,2016808,8067.23,2507.09,92.88,2420.17,13087.37,19631055.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Terry Apala,193076,6340,35180,"observed channel views, quarter net change",399,2027298,8109.19,140.72,9.58,2432.76,10692.25,16038375.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2024,Illbliss,164875,11990,378455,"observed channel views, quarter net change",341,1731188,6924.75,1513.82,8.18,2077.42,10524.17,15786255.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
