period,account,platform,revenue_usd,revenue_ngn,revenue_share_of_quarter_pct,direct_cost_ngn,shared_cost_allocated_ngn,cost_allocation_basis,total_cost_ngn,net_operating_result_ngn,revenue_measurement_basis,classification
Q2_2026,gni_diaspora,YouTube,339080.77,518793578.1,20.807,0.0,5193423.38,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (20.8070%).",5193423.38,513600154.72,channel view volume x rate,EST
Q2_2026,gni_diaspora,Deezer,8952.51,13697340.3,0.5494,0.0,137118.29,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.5494%).",137118.29,13560222.01,observed fans x streams/fan x rate,EST
Q2_2026,gni_diaspora,Other digital platforms,295757.43,452508867.9,18.1485,0.0,4529875.14,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (18.1485%).",4529875.14,447978992.76,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q3_2026,domestic_production,Spotify,15457307.7,23649680781.0,57.5519,0.0,137664079.23,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (57.5519%).",137664079.23,23512016701.77,observed monthly listeners x streams/listener x rate,EST
Q3_2026,domestic_production,YouTube,6509650.71,9959765586.3,24.2372,0.0,57975495.38,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (24.2372%).",57975495.38,9901790090.92,channel view volume x rate,EST
Q3_2026,domestic_production,Deezer,253894.08,388457942.4,0.9453,0.0,2261201.98,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.9453%).",2261201.98,386196740.42,observed fans x streams/fan x rate,EST
Q3_2026,domestic_production,Other digital platforms,4637192.27,7094904173.1,17.2656,0.0,41299223.41,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (17.2656%).",41299223.41,7053604949.69,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q3_2026,gni_diaspora,Spotify,987527.98,1510917809.4,63.0339,0.0,15733249.56,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (63.0339%).",15733249.56,1495184559.84,observed monthly listeners x streams/listener x rate,EST
Q3_2026,gni_diaspora,YouTube,273829.74,418959502.2,17.4785,0.0,4362642.6,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (17.4785%).",4362642.6,414596859.6,channel view volume x rate,EST
Q3_2026,gni_diaspora,Deezer,9046.8,13841604.0,0.5775,0.0,144133.19,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.5775%).",144133.19,13697470.81,observed fans x streams/fan x rate,EST
Q3_2026,gni_diaspora,Other digital platforms,296258.39,453275336.7,18.9102,0.0,4719974.8,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (18.9102%).",4719974.8,448555361.9,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
