period,artist_name,spotify_monthly_listeners,youtube_subscribers,youtube_actual_views,youtube_views_source,deezer_fans,est_spotify_quarterly_streams,spotify_revenue_usd,youtube_revenue_usd,deezer_revenue_usd,other_platforms_revenue_usd,gross_streaming_revenue_usd,gross_streaming_revenue_ngn,source
Q4_2025,Skiibii,843816,341048,15347160,estimated,33,8860068,35440.27,61388.64,0.79,10632.08,107461.79,161192678.4,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Small Doctor,85007,31367,1411515,estimated,683,892574,3570.29,5646.06,16.39,1071.09,10303.83,15455751.3,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Solidstar,101588,0,0,estimated,1609,1066674,4266.7,0,38.62,1280.01,5585.32,8377981.2,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Sound Sultan,75419,18106,814770,estimated,1303,791900,3167.6,3259.08,31.27,950.28,7408.23,11112344.1,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Spyro,892715,613667,27615015,estimated,10449,9373508,37494.03,110460.06,250.78,11248.21,159453.08,239179612.5,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Tay Iwar,938601,28329,1274805,estimated,86,9855310,39421.24,5099.22,2.06,11826.37,56348.9,84523347.9,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Tekno,1963516,2797000,28956463,actual,85,20616918,82467.67,115825.85,2.04,24740.3,223035.87,334553798.4,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Tempoe,3784536,0,0,estimated,13567,39737628,158950.51,0,325.61,47685.15,206961.27,310441910.4,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Tems,25357460,1317778,42491268,actual,236959,266253330,1065013.32,169965.07,5687.02,319504,1560169.4,2340254106,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Teni,1780266,814857,4219911,actual,16,18692793,74771.17,16879.64,0.38,22431.35,114082.55,171123827.4,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Terri,129334,87995,3959775,estimated,0,1358007,5432.03,15839.1,0,1629.61,22900.74,34351104.6,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Terry Apala,217137,6445,290025,estimated,457,2279938,9119.75,1160.1,10.97,2735.93,13026.75,19540122.3,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Timaya,1005599,116000,7710049,actual,84,10558790,42235.16,30840.2,2.02,12670.55,85747.92,128621876.1,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Tiwa Savage,2853665,1569583,19372813,actual,2702,29963482,119853.93,77491.25,64.85,35956.18,233366.21,350049313.5,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Vector,736745,74163,3337335,estimated,1,7735822,30943.29,13349.34,0.02,9282.99,53575.64,80363461.5,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Victony,5411862,783750,35268750,estimated,68025,56824551,227298.2,141075,1632.6,68189.46,438195.27,657292897.8,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Waje,60783,51931,2336895,estimated,1799,638222,2552.89,9347.58,43.18,765.87,12709.51,19064261.7,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Wande Coal,2156115,101000,3726072,actual,280,22639208,90556.83,14904.29,6.72,27167.05,132634.89,198952330.5,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Wizkid,13988017,3525000,63313615,actual,968796,146874178,587496.71,253254.46,23251.1,176249.01,1040251.29,1560376938,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,WurlD,917686,43415,1953675,estimated,47155,9635703,38542.81,7814.7,1131.72,11562.84,59052.08,88578113.4,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Ycee,377935,224735,10113075,estimated,2,3968318,15873.27,40452.3,0.05,4761.98,61087.6,91631398.5,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Yemi Alade,1247664,2551739,9702027,actual,140,13100472,52401.89,38808.11,3.36,15720.57,106933.92,160400883.6,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Young Jonn,4182129,407857,18353565,estimated,28273,43912354,175649.42,73414.26,678.55,52694.83,302437.06,453655583.1,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Yung6ix,148431,307,13815,estimated,769,1558526,6234.1,55.26,18.46,1870.23,8178.05,12267072.9,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Zinoleesky,2345192,273000,12285000,estimated,60867,24624516,98498.06,49140,1460.81,29549.42,178648.29,267972436.8,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Zlatan,2057149,427000,19215000,estimated,119962,21600064,86400.26,76860,2879.09,25920.08,192059.42,288089135.1,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,=== PERIOD TOTAL ===,,,,,,,,,,,24158040.28,36237060426,Aggregated
Q1_2026,2Baba,764013,493000,6878162,actual,10768,8022136,32088.55,27512.65,258.43,9626.56,69486.19,104229284.7,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,9ice,290882,2570,115650,estimated,10059,3054261,12217.04,462.6,241.42,3665.11,16586.17,24879259.8,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Adekunle Gold,2878823,1020000,16663542,actual,200385,30227642,120910.57,66654.17,4809.24,36273.17,228647.14,342970715.7,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Ajebutter22,178640,50700,2281500,estimated,7,1875720,7502.88,9126,0.17,2250.86,18879.91,28319868,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Amaarae,4989324,456000,20520000,estimated,37396,52387902,209551.61,82080,897.5,62865.48,355394.59,533091891.6,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Asake,8558719,1940000,91201992,actual,119098,89866550,359466.2,364807.97,2858.35,107839.86,834972.38,1252458566,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Ayra Starr,18019464,3130000,136780856,actual,217868,189204372,756817.49,547123.42,5228.83,227045.25,1536214.99,2304322486,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Aṣa,516126,943,4102724,actual,137335,5419323,21677.29,16410.9,3296.04,6503.19,47887.42,71831123.4,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,BNXN,4762582,472000,21240000,estimated,72761,50007111,200028.44,84960,1746.26,60008.53,346743.24,520114861.8,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Bad Boy Timz,492712,14300,643500,estimated,18911,5173476,20693.9,2574,453.86,6208.17,29929.94,44894908.8,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Banky W.,355809,586000,1114529,actual,9125,3735994,14943.98,4458.12,219,4483.19,24104.29,36156431.1,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Bayanni,1953983,255857,11513565,estimated,4544,20516822,82067.29,46054.26,109.06,24620.19,152850.79,229276181.7,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Bella Shmurda,2408222,514833,23167485,estimated,4,25286331,101145.32,92669.94,0.1,30343.6,224158.96,336238435.8,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Blaqbonez,1477702,320000,14400000,estimated,31793,15515871,62063.48,57600,763.03,18619.05,139045.56,208568341.8,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Bloody Civilian,904407,17700,796500,estimated,2327,9496274,37985.09,3186,55.85,11395.53,52622.47,78933705.3,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Boj,1052126,22700,1021500,estimated,8994,11047323,44189.29,4086,215.86,13256.79,61747.94,92621903.4,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Boy Spyce,873410,145000,6525000,estimated,0,9170805,36683.22,26100,0,11004.97,73788.19,110682279,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Bracket,716210,1090000,7437229,actual,30753,7520205,30080.82,29748.92,738.07,9024.25,69592.05,104388081,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Brymo,334257,70983,3194235,estimated,15702,3509698,14038.79,12776.94,376.85,4211.64,31404.22,47106330.3,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Burna Boy,151,0,0,estimated,1,1586,6.34,0,0.02,1.9,8.27,12402.9,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,CDQ,321854,0,540531,actual,656,3379467,13517.87,2162.12,15.74,4055.36,19751.1,29626644.6,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,CKay,9748597,4329211,52020412,actual,8,102360268,409441.07,208081.65,0.19,122832.32,740355.24,1110532854,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Chike,2062449,1250000,56250000,estimated,54103,21655714,86622.86,225000,1298.47,25986.86,338908.19,508362281.1,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Crayon,1610104,264667,14410430,actual,0,16906092,67624.37,57641.72,0,20287.31,145553.4,218330097.6,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Cruel Santino,831356,5360,241200,estimated,174,8729238,34916.95,964.8,4.18,10475.09,46361.01,69541520.4,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,D'banj,607651,233957,2316554,actual,7733,6380336,25521.34,9266.22,185.59,7656.4,42629.55,63944328.9,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,DJ Neptune,1144786,279000,1877701,actual,66,12020253,48081.01,7510.8,1.58,14424.3,70017.7,105026555.4,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,DJ Spinall,16,376000,16920000,estimated,0,168,0.67,67680,0,0.2,67680.87,101521310.4,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Dammy Krane,29683,6110,274950,estimated,565,311672,1246.69,1099.8,13.56,374.01,2734.05,4101077.7,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Darey,208819,76900,3460500,estimated,3809,2192600,8770.4,13842,91.42,2631.12,25334.93,38002400.1,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Darkoo,3405862,329250,14816250,estimated,1,35761551,143046.2,59265,0.02,42913.86,245225.09,367837633.8,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Davido,9179110,4950000,114174137,actual,888076,96380655,385522.62,456696.55,21313.82,115656.79,979189.78,1468784667,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Dice Ailes,0,16,720,estimated,3974,0,0,2.88,95.38,0,98.26,147384,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Dremo,264191,6920,311400,estimated,10957,2774006,11096.02,1245.6,262.97,3328.81,15933.4,23900094.9,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Duncan Mighty,572672,2620,2805829,actual,5318,6013056,24052.22,11223.32,127.63,7215.67,42618.84,63928258.8,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Eldee,77887,0,0,estimated,4236,817814,3271.25,0,101.66,981.38,4354.29,6531441.3,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Falz,733613,360000,2836801,actual,736,7702936,30811.75,11347.2,17.66,9243.52,51420.14,77130206.7,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Fela Kuti,456526,264000,2061893,actual,200972,4793523,19174.09,8247.57,4823.33,5752.23,37997.22,56995829.4,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Fireboy DML,8210771,2060000,57654528,actual,348166,86213096,344852.38,230618.11,8355.98,103455.71,687282.19,1030923289,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Flavour,1436005,3970000,178650000,estimated,88595,15078052,60312.21,714600,2126.28,18093.66,795132.15,1192698230,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Flavour N'abania,51,3970000,178650000,estimated,3932,536,2.14,714600,94.37,0.64,714697.15,1072045729,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,HarrySong,119190,93171,4192695,estimated,898,1251495,5005.98,16770.78,21.55,1501.79,23300.11,34950159,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Ice Prince,913327,170000,3508084,actual,47617,9589934,38359.73,14032.34,1142.81,11507.92,65042.8,97564197.3,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Illbliss,221871,13300,598500,estimated,372,2329646,9318.58,2394,8.93,2795.57,14517.08,21775626.9,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Iyanya,628624,705857,10824237,actual,260,6600552,26402.21,43296.95,6.24,7920.66,77626.06,116439087.6,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Jesse Jagz,69883,16500,742500,estimated,5437,733772,2935.09,2970,130.49,880.53,6916.1,10374149.7,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Joeboy,3618931,1610000,72450000,estimated,34,37998776,151995.1,289800,0.82,45598.53,487394.45,731091672.9,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Johnny Drille,795541,931750,41928750,estimated,9596,8353180,33412.72,167715,230.3,10023.82,211381.84,317072763.9,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Khaid,2472492,698667,31440015,estimated,4464,25961166,103844.66,125760.06,107.14,31153.4,260865.26,391297888.8,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,King Sunny Ade,145164,27800,1251000,estimated,13625,1524222,6096.89,5004,327,1829.07,13256.95,19885431.6,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Kizz Daniel,4175045,3640000,56656573,actual,238581,43837972,175351.89,226626.29,5725.94,52605.57,460309.69,690464539.5,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Korede Bello,805420,287000,3797465,actual,23382,8456910,33827.64,15189.86,561.17,10148.29,59726.96,89590440,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,LADIPOE,1205956,121000,5445000,estimated,73140,12662538,50650.15,21780,1755.36,15195.05,89380.56,134070836.4,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Lady Donli,201846,6620,297900,estimated,1582,2119383,8477.53,1191.6,37.97,2543.26,12250.36,18375539.4,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Lagbaja,12903,6070,273150,estimated,2893,135482,541.93,1092.6,69.43,162.58,1866.54,2799803.7,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Libianca,4759658,1280000,42102668,actual,7,49976409,199905.64,168410.67,0.17,59971.69,428288.17,642432250.2,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Lil Kesh,978417,87600,4197730,actual,2962,10273378,41093.51,16790.92,71.09,12328.05,70283.58,105425364.3,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Lojay,3712421,397938,17907210,estimated,50627,38980420,155921.68,71628.84,1215.05,46776.5,275542.07,413313111.9,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Lyta,518029,93800,4221000,estimated,0,5439304,21757.22,16884,0,6527.17,45168.38,67752575.1,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,M.I. Abaga,262385,105000,4725000,estimated,2099,2755042,11020.17,18900,50.38,3306.05,33276.6,49914895.5,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Magixx,1333104,293000,13185000,estimated,4539,13997592,55990.37,52740,108.94,16797.11,125636.41,188454621.6,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Maleek Berry,1278932,635000,4101027,actual,4,13428786,53715.14,16404.11,0.1,16114.54,86233.89,129350836.8,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Mannywellz,552309,60500,2722500,estimated,1925,5799244,23196.98,10890,46.2,6959.09,41092.27,61638407.1,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Mayorkun,1343278,276000,12420000,estimated,0,14104419,56417.68,49680,0,16925.3,123022.98,184534468.2,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Mohbad,1477677,69200,3114000,estimated,49496,15515608,62062.43,12456,1187.9,18618.73,94325.07,141487602.3,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Mr Eazi,5364227,1330000,12305544,actual,346996,56324384,225297.53,49222.18,8327.9,67589.26,350436.87,525655311.3,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Mr Real,57872,42400,1908000,estimated,105,607656,2430.62,7632,2.52,729.19,10794.33,16191496.8,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Naeto C,105596,0,0,estimated,13032,1108758,4435.03,0,312.77,1330.51,6078.31,9117464.4,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Naira Marley,1660268,1270000,57150000,estimated,151989,17432814,69731.26,228600,3647.74,20919.38,322898.37,484347553.2,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Niniola,212783,126000,5670000,estimated,9030,2234222,8936.89,22680,216.72,2681.07,34514.67,51772007.7,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Nonso Amadi,522515,169000,7605000,estimated,6,5486408,21945.63,30420,0.14,6583.69,58949.46,88424194.5,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,ODUMODUBLVCK,3685109,292833,13177485,estimated,14126,38693644,154774.58,52709.94,339.02,46432.37,254255.92,381383873.1,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Odunsi (The Engine),214632,38900,1750500,estimated,5590,2253636,9014.54,7002,134.16,2704.36,18855.07,28282600.8,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Olakira,351749,673000,30285000,estimated,24597,3693364,14773.46,121140,590.33,4432.04,140935.82,211403735.1,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Olamide,4320244,1410000,20914959,actual,34,45362562,181450.25,83659.84,0.82,54435.07,319545.97,479318961.6,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Olu Maintain,108519,0,0,estimated,476,1139450,4557.8,0,11.42,1367.34,5936.56,8904842.1,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Omah Lay,11316983,2680000,120600000,estimated,338290,118828322,475313.29,482400,8118.96,142593.99,1108426.23,1662639348,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Oxlade,4482767,703000,32035975,actual,108742,47069054,188276.21,128143.9,2609.81,56482.86,375512.79,563269179.3,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,P-Square,2858145,2970000,38263292,actual,210086,30010522,120042.09,153053.17,5042.06,36012.63,314149.95,471224923.5,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Patoranking,1837198,1850000,18008118,actual,189924,19290579,77162.32,72032.47,4558.18,23148.69,176901.66,265352488.2,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Peruzzi,564579,29964,1348380,estimated,41667,5928080,23712.32,5393.52,1000.01,7113.7,37219.54,55829312.1,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Pheelz,2159921,393000,17685000,estimated,30916,22679170,90716.68,70740,741.98,27215,189413.67,284120505.9,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Phyno,1729562,670667,14667329,actual,41,18160401,72641.6,58669.32,0.98,21792.48,153104.39,229656577.8,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Portable,447180,281000,12645000,estimated,665,4695390,18781.56,50580,15.96,5634.47,75011.99,112517982,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Praiz,247681,0,0,estimated,1652,2600650,10402.6,0,39.65,3120.78,13563.03,20344545.9,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Prettyboy D-O,96203,9670,435150,estimated,1502,1010132,4040.53,1740.6,36.05,1212.16,7029.33,10543997.7,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Qing Madi,1755636,358000,16110000,estimated,2697,18434178,73736.71,64440,64.73,22121.01,160362.45,240543680.4,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Reekado Banks,1069350,528000,5829891,actual,3,11228175,44912.7,23319.56,0.07,13473.81,81706.15,122559219,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Rema,24654316,5410000,167276768,actual,544613,258870318,1035481.27,669107.07,13070.71,310644.38,2028303.44,3042455156,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Reminisce,452736,79600,3582000,estimated,12406,4753728,19014.91,14328,297.74,5704.47,39345.13,59017694.4,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Ric Hassani,538075,746000,6642547,actual,8876,5649788,22599.15,26570.19,213.02,6779.74,56162.11,84243160.5,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Rude Boy,226504,0,0,estimated,0,2378292,9513.17,0,0,2853.95,12367.12,18550677.6,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Ruger,4634684,2260000,56477564,actual,130145,48664182,194656.73,225910.26,3123.48,58397.02,482087.48,723131223.6,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Sarz,4535493,132000,5940000,estimated,61539,47622676,190490.71,23760,1476.94,57147.21,272874.85,409312280.7,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Sauce Kid,6123,1870,84150,estimated,123,64292,257.17,336.6,2.95,77.15,673.87,1010801.7,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Sean Tizzle,220846,107000,4815000,estimated,4809,2318883,9275.53,19260,115.42,2782.66,31433.61,47150411.4,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Seyi Shay,161182,145000,6525000,estimated,8,1692411,6769.64,26100,0.19,2030.89,34900.73,52351093.8,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Seyi Vibez,3485247,461000,20745000,estimated,20869,36595094,146380.37,82980,500.86,43914.11,273775.34,410663013.3,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Shallipopi,4554986,617667,27795015,estimated,15632,47827353,191309.41,111180.06,375.17,57392.82,360257.46,540386195.4,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Show Dem Camp,603330,12600,567000,estimated,9480,6334965,25339.86,2268,227.52,7601.96,35437.34,53156007,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Simi,1468192,1120000,10075380,actual,166459,15416016,61664.06,40301.52,3995.02,18499.22,124459.82,186689728.8,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Skiibii,1065768,344000,15480000,estimated,33,11190564,44762.26,61920,0.79,13428.68,120111.72,180167587.2,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Small Doctor,68535,31600,1422000,estimated,692,719618,2878.47,5688,16.61,863.54,9446.62,14169928.5,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Solidstar,100608,0,0,estimated,1615,1056384,4225.54,0,38.76,1267.66,5531.96,8297935.2,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Sound Sultan,72777,18200,819000,estimated,1306,764158,3056.63,3276,31.34,916.99,7280.97,10921452.3,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Spyro,675832,629833,28342485,estimated,10778,7096236,28384.94,113369.94,258.67,8515.48,150529.04,225793558.8,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Tay Iwar,850933,28500,1282500,estimated,114,8934796,35739.19,5130,2.74,10721.76,51593.68,77390516.7,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Tekno,1878283,1630000,43087190,actual,87,19721972,78887.89,172348.76,2.09,23666.37,274905.1,412357649.7,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Tempoe,4012105,0,0,estimated,14079,42127102,168508.41,0,337.9,50552.52,219398.83,329098243.5,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Tems,40955308,1496000,237351947,actual,249998,430030734,1720122.94,949407.79,5999.95,516036.88,3191567.56,4787351335,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Teni,1472436,829000,6294643,actual,17,15460578,61842.31,25178.57,0.41,18552.69,105573.99,158360978.4,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Terri,119475,88100,3964500,estimated,0,1254488,5017.95,15858,0,1505.38,22381.33,33572002.5,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Terry Apala,728429,6440,289800,estimated,473,7648504,30594.02,1159.2,11.35,9178.21,40942.78,61414163.1,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Timaya,971791,116000,10707037,actual,84,10203806,40815.22,42828.15,2.02,12244.57,95889.95,143834928.9,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Tiwa Savage,2371803,1580000,31556501,actual,2702,24903932,99615.73,126226,64.85,29884.72,255791.3,383686943.7,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Vector,752201,74600,3357000,estimated,1,7898110,31592.44,13428,0.02,9477.73,54498.2,81747297.9,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Victony,5376181,805333,36239985,estimated,70080,56449900,225799.6,144959.94,1681.92,67739.88,440181.34,660272013.9,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Waje,53214,52000,2340000,estimated,1804,558747,2234.99,9360,43.3,670.5,12308.78,18463170.6,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Wande Coal,2437832,101000,6073656,actual,280,25597236,102388.94,24294.62,6.72,30716.68,157406.97,236110456.8,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Wizkid,16532363,3590000,120026867,actual,978261,173589812,694359.25,480107.47,23478.26,208307.77,1406252.75,2109379128,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,WurlD,981012,43600,1962000,estimated,47300,10300626,41202.5,7848,1135.2,12360.75,62546.46,93819682.8,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Ycee,404229,225000,10125000,estimated,2,4244404,16977.62,40500,0.05,5093.29,62570.95,93856427.1,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Yemi Alade,1054326,2570000,12902780,actual,140,11070423,44281.69,51611.12,3.36,13284.51,109180.68,163771019.4,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Young Jonn,3514989,425750,19158750,estimated,29252,36907384,147629.54,76635,702.05,44288.86,269255.45,403883171.1,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Yung6ix,183359,310,13950,estimated,775,1925270,7701.08,55.8,18.6,2310.32,10085.8,15128702.1,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Zinoleesky,2204424,281000,12645000,estimated,0,23146452,92585.81,50580,0,27775.74,170941.55,256412325.6,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,Zlatan,1973321,433000,19485000,estimated,120242,20719870,82879.48,77940,2885.81,24863.84,188569.13,282853701.9,Chartmetric + SoundCharts API + per-stream rates
Q1_2026,=== PERIOD TOTAL ===,,,,,,,,,,,27956467.15,41934700727,Aggregated
